# This file, metarStationInfo.txt, contains station information for METAR and
# SAO sites. (Some Canadian station still report in SA format. Although these
# are now converted at OSO to METAR form, we note them as SAO here.)
#
# Good sources of station information include
# FAA ASOS/AWOS: https://www.faa.gov/air_traffic/weather/asos
# AirNav, linked to the Unidata site, is excellent for U.S. sites.
# METAR & TAF  : https://metar-taf.com/country
#
# Elevations are in meters. "-0" is used to signify unknown elevation.
# Stations marked "e" at the right include guesses for some of the information.
#
# FILE UPDATED 07/16/2026
# FOR CHANGES TO THIS FILE PLEASE CONTACT
# xiaobiao.fan@noaa.gov
#
# number  |ID   |lat     |lon      |elev |station name                        |cntry|
# (10)    |(5)  |(sn2.4) |(sn3.4)  |(5)  |(36)                                |(2)  |
0000000000|KI67 | 39.2593| -84.7743|  178|Cincinnati W AP, OH                 |US|MTR
0000000000|KI68 | 39.4664| -84.2532|  273|Warren Cnty AP, OH                  |US|MTR
0000000000|KI69 | 39.0784| -84.2102|  257|Clermont Cnty AP, OH                |US|MTR
0000000000|KI74 | 40.1326| -83.7534|  320|Urbana AP, OH                       |US|MTR
0000000000|KI75 | 41.0522| -93.6897|  338|Osceola Muni AP, IA                 |US|MTR
0000000000|KIAB | 37.6231| -97.2676|  418|McConnell AFB, KS                   |US|MTR
0000072403|KIAD | 38.9475| -77.4599|   95|Washington Dulles Intl AP, VA       |US|MTR
0000000000|KIAG | 43.1084| -78.9462|  181|Niagara Falls Intl AP, NY           |US|MTR
0000072243|KIAH | 29.9844| -95.3414|   30|George Bush Intl AP, TX             |US|MTR
0000000000|KIBM | 41.2330|-103.6766| 1437|Kimball Muni AP, NE                 |US|MTR
0000000000|KICL | 40.7222| -95.0266|  304|Schenck Fld AP, IA                  |US|MTR
0000000000|KICR | 43.3895| -99.8412|  619|Winner Rgnl AP, SD                  |US|MTR
0000072450|KICT | 37.6499| -97.4331|  406|Wichita Eisenhower Natl AP, KS      |US|MTR
0000000000|KIDA | 43.5146|-112.0702| 1446|Idaho Falls Rgnl AP, ID             |US|MTR
0000000000|KIDI | 40.6309| -79.1039|  428|Indiana Cnty AP, PA                 |US|MTR
0000000000|KIDP | 37.1584| -95.6980|  251|Independence Muni AP, KS            |US|MTR
0000000000|KIDV | 43.9400|-106.6400| 1542|I-25 Divide, WY                     |US|MTR
0000000000|KIEN | 43.0239|-102.5117| 1016|Pine Ridge AP, SD                   |US|MTR
0000000000|KIER | 31.7346| -93.0970|   37|Natchitoches Rgnl AP, LA            |US|MTR
0000000000|KIFA | 42.4719| -93.2699|  341|Iowa Falls Muni AP, IA              |US|MTR
0000000000|KIFP | 35.1561|-114.5595|  215|Laughlin/Bullhead Intl AP, AZ       |US|MTR
0000072370|KIGM | 35.2594|-113.9372| 1051|Kingman AP, AZ (AMOS)               |US|MTR
0000000000|KIGQ | 41.5350| -87.5295|  188|Lansing Muni AP, IL                 |US|MTR
0000000000|KIIB | 42.4569| -91.9477|  298|Independence Muni AP, IA            |US|MTR
0000000000|KIIY | 33.7786| -82.8145|  197|Washington/Wilkes Cnty AP, GA       |US|MTR
0000000000|KIJD | 41.7440| -72.1802|   75|Windham AP, CT                      |US|MTR
0000000000|KIJX | 39.7746| -90.2383|  190|Jacksonville Muni AP, IL            |US|MTR
0000000000|KIKA | 44.2900|-104.6200| 1328|Linden, WY                          |US|MTR
0000000000|KIKG | 27.5509| -98.0309|   40|Kleberg Cnty AP, TX                 |US|MTR
0000000000|KIKK | 41.0714| -87.8463|  192|Greater Kankakee AP, IL             |US|MTR
0000000000|KIKR | 34.9500|-106.5700| 1613|Kirtland AFB, NM                    |US|MTR
0000000000|KIKT | 28.5210| -88.2890|   -0|Mississippi Canyon 474/NaKika, LA   |US|MTR
0000000000|KIKV | 41.6913| -93.5661|  277|Ankeny Rgnl AP, IA                  |US|MTR
0000000000|KIKW | 43.6629| -84.2613|  194|Jack Barstow AP, MI                 |US|MTR
0000000000|KILE | 31.0854| -97.6836|  258|Skylark Fld AP, TX                  |US|MTR
0000000000|KILG | 39.6787| -75.6065|   24|Wilmington AP, DE                   |US|MTR
0000000000|KILM | 34.2707| -77.9026|   10|Wilmington Intl AP, NC              |US|MTR
0000072426|KILN | 39.4281| -83.7921|  328|Wilmington/Airborne Airpark, OH     |US|MTR
0000000000|KIML | 40.5111|-101.6215| 1000|Imperial Muni AP, NE                |US|MTR
0000000000|KIMM | 26.4344| -81.4013|   11|Immokalee Rgnl AP, FL               |US|MTR
0000000000|KIMS | 38.7610| -85.4619|  251|Madison Muni AP, IN                 |US|MTR
0000000000|KIMT | 45.8114| -88.1154|  360|Ford AP, MI                         |US|MTR
0000072438|KIND | 39.7173| -86.2941|  243|Indianapolis Intl AP, IN            |US|MTR
0000000000|KINF | 28.8036| -82.3183|   20|Inverness AP, FL                    |US|MTR
0000000000|KINJ | 32.0835| -97.1001|  193|Hillsboro Muni AP, TX               |US|MTR
0000000000|KINK | 31.7797|-103.2014|  859|Winkler Cnty AP, TX                 |US|MTR
0000072747|KINL | 48.5662| -93.4031|  361|Falls Intl AP, MN                   |US|MTR
0000000000|KINS | 36.5872|-115.6744|  955|Creech AFB, NV                      |US|MTR
0000000000|KINT | 36.1337| -80.2221|  295|Smith Reynolds AP, NC               |US|MTR
0000072374|KINW | 35.0277|-110.7231| 1506|Winslow-Lindbergh Rgnl AP, AZ       |US|MTR
0000000000|KIOB | 38.0583| -83.9789|  311|Mount Sterling-Montgom Cnty AP, KY  |US|MTR
0000000000|KIOW | 41.6394| -91.5458|  208|Iowa City Muni AP, IA               |US|MTR
0000000000|KIPJ | 35.4831| -81.1611|  266|Lincolnton-Cherryville Rgnl AP, NC  |US|MTR
0000000000|KIPL | 32.8342|-115.5787|  -16|Imperial Cnty AP, CA                |US|MTR
0000000000|KIPN | 28.0850| -87.9858|   -0|Independence, LA (AWOS-3)           |US|MTR
0000072514|KIPT | 41.2421| -76.9213|  161|Williamsport Rgnl AP, PA            |US|MTR
0000000000|KIRK | 40.0935| -92.5449|  295|Kirksville Rgnl AP, MO              |US|MTR
0000000000|KIRS | 41.8130| -85.4389|  282|Kirsch Muni AP, MI                  |US|MTR
0000000000|KISM | 28.2898| -81.4371|   25|Kissimmee Gateway AP, FL            |US|MTR
0000072767|KISN | 48.1779|-103.6423|  592|Sloulin Field Intl AP, ND           |US|MTR
0000000000|KISO | 35.3312| -77.6111|   29|Kinston Rgnl AP/Stallings Fld, NC   |US|MTR
0000000000|KISP | 40.7952| -73.1002|   30|Long Is MacArthur AP, NY            |US|MTR
0000000000|KISQ | 45.9554| -86.1704|  208|Schoolcraft Cnty AP, MI             |US|MTR
0000000000|KISW | 44.3603| -89.8390|  311|S Central Rgnl AP, WI               |US|MTR
0000000000|KITH | 42.4913| -76.4584|  335|Ithaca Tompkins Rgnl AP, NY         |US|MTR
0000000000|KITR | 39.3175|-102.2850| 1285|Kit Carson Cnty AP, CO              |US|MTR
0000000000|KIUA | 42.9089| -77.3252|  248|Canandaigua AP, NY                  |US|MTR
0000000000|KIWA | 33.3078|-111.6555|  422|Phoenix-Mesa Gateway AP, AZ         |US|MTR
0000000000|KIWD | 46.5275| -90.1315|  375|Gogebic/Iron Cnty AP, MI            |US|MTR
0000072612|KIWI | 43.9625| -69.7122|   21|Wiscasset AP, ME                    |US|MTR
0000000000|KIWS | 29.8183| -95.6715|   34|West Houston AP, TX                 |US|MTR
0000000000|KIXA | 36.3298| -77.6352|   44|Halifax/Northampton Rgnl AP, NC     |US|MTR
0000000000|KIXD | 38.8315| -94.8893|  331|New Century Aircenter, KS           |US|MTR
0000000000|KIYA | 29.9758| -92.0842|    5|Abbeville Muni AP, LA               |US|MTR
0000000000|KIYK | 35.6586|-117.8294|  748|Inyokern AP, CA                     |US|MTR
0000000000|KIZA | 34.6067|-120.0754|  205|Santa Ynez AP, CA                   |US|MTR
0000000000|KIZG | 43.9904| -70.9507|  138|Eastern Slopes Rgnl AP, ME          |US|MTR
0000000000|KJAC | 43.6073|-110.7377| 1966|Jackson Hole AP, WY                 |US|MTR
0000072235|KJAN | 32.3112| -90.0759|  105|Jackson-Medgar W E Intl AP, MS      |US|MTR
0000000000|KJAQ | 38.3768|-120.7939|  516|Amador Cnty AP, CA                  |US|MTR
0000000000|KJAS | 30.8872| -93.9858|   66|Jasper Cnty AP/Bell Field, TX       |US|MTR
0000000000|KJAU | 36.3374| -84.1633|  360|Campbell Cnty AP, TN                |US|MTR
0000072206|KJAX | 30.4941| -81.6879|    9|Jacksonville Intl AP, FL            |US|MTR
0000000000|KJBR | 35.8317| -90.6464|   80|Jonesboro Muni AP, AR               |US|MTR
0000000000|KJCA | 34.1747| -83.5639|  290|Jackson Cnty AP, GA                 |US|MTR
0000074740|KJCT | 30.4851| -99.7656|  534|Kimble Cnty AP, TX (AMOS)           |US|MTR
0000000000|KJDD | 32.7431| -95.5005|  132|Wood Cnty AP, TX                    |US|MTR
0000000000|KJDN | 47.3323|-106.9442|  803|Jordan AP, MT                       |US|MTR
0000000000|KJEF | 38.5922| -92.1558|  167|Jefferson City Memo AP, MO          |US|MTR
0000000000|KJER | 42.7275|-114.4578| 1230|Jerome Cnty AP, ID                  |US|MTR
0000000000|KJES | 31.5518| -81.8845|   33|Jesup-Wayne Cnty AP, GA             |US|MTR
0000074486|KJFK | 40.6399| -73.7787|    4|John F. Kennedy Intl AP, NY         |US|MTR
0000000000|KJFX | 33.9022| -87.3155|  147|Walker Cnty AP/Bevill Field, AL     |US|MTR
0000000000|KJFZ | 37.0637| -81.7983|  809|Tazewell Cnty AP, VA                |US|MTR
0000000000|KJGG | 37.2392| -76.7161|   15|Waltrip Williamsburg Exec AP, VA    |US|MTR
0000000000|KJHN | 37.5854|-101.7323| 1014|Stanton Cnty Muni AP, KS            |US|MTR
0000000000|KJHW | 42.1534| -79.2580|  525|Chautauqua County/Jamestown AP, NY  |US|MTR
0000000000|KJKA | 30.2896| -87.6718|    5|Gulf Shores Intl AP, AL             |US|MTR
0000000000|KJKJ | 46.8393| -96.6640|  280|Moorhead Muni AP, MN                |US|MTR
0000000000|KJKL | 37.5939| -83.3173|  421|Julian Carroll AP, KY               |US|MTR
0000000000|KJLN | 37.1532| -94.4988|  298|Joplin Rgnl AP, MO                  |US|MTR
0000000000|KJMR | 45.8919| -93.2729|  315|Mora Muni AP, MN                    |US|MTR
0000000000|KJMS | 46.9297| -98.6782|  457|Jamestown Rgnl AP, ND               |US|MTR
0000000000|KJNX | 35.5409| -78.3903|   50|Johnston Rgnl AP, NC                |US|MTR
0000000000|KJOT | 41.5177| -88.1754|  178|Joliet Rgnl AP, IL                  |US|MTR
0000000000|KJPD | 44.1466|-107.1744| 3048|Ten Sleep, WY                       |US|MTR
0000000000|KJPX | 40.9594| -72.2517|   17|East Hampton Town AP, NY            |US|MTR
0000000000|KJQF | 35.3878| -80.7091|  215|Concord-Padgett Rgnl AP, NC         |US|MTR
0000000000|KJRB | 40.7011| -74.0089|    2|DT Manhattan Helioport, NY          |US|MTR
0000000000|KJRO | 38.9814| -82.5779|  221|James A Rhodes AP, OH               |US|MTR
0000000000|KJSL | 26.2367| -91.2567|    0|Unnamed Oil Rig, LA                 |US|MTR
0000000000|KJSO | 31.8711| -95.2181|  206|Cherokee Co AP, TX                  |US|MTR
0000000000|KJST | 40.3164| -78.8336|  696|John Muru Johnstown-Cambria AP, PA  |US|MTR
0000000000|KJSV | 35.4400| -94.8000|  161|Sallisaw Muni AP, OK                |US|MTR
0000000000|KJSY | 45.3596|-117.2538| 1256|Joseph State AP, OR                 |US|MTR
0000000000|KJTC | 34.1294|-109.3109| 2150|Springerville Muni AP, AZ           |US|MTR
0000000000|KJVL | 42.6172| -89.0411|  246|Southern Wisconsin Rgnl AP, WI      |US|MTR
0000000000|KJVW | 32.3025| -90.4072|   75|John Bell Williams AP, MS           |US|MTR
0000000000|KJVY | 38.3586| -85.7336|  145|Clark Cnty AP, IN                   |US|MTR
0000000000|KJWG | 35.8458| -98.4208|  473|Watonga Rgnl AP, OK                 |US|MTR
0000000000|KJWN | 36.1831| -86.8867|  151|John C. Tune AP, TN                 |US|MTR
0000000000|KJWY | 32.4560| -96.9120|  217|Mid-Way Rgnl AP, TX                 |US|MTR
0000000000|KJXI | 32.6990| -94.9490|  127|Gilmer Muni AP, TX                  |US|MTR
0000000000|KJXN | 42.2616| -84.4615|  305|Jackson Cnty AP, MI                 |US|MTR
0000000000|KJYG | 43.9875| -94.5572|  325|St James Muni AP, MN                |US|MTR
0000000000|KJYL | 32.6500| -81.5915|   43|Sylvania Muni AP, GA                |US|MTR
0000000000|KJYM | 41.9214| -84.5858|  361|Hillsdale Muni AP, MI               |US|MTR
0000000000|KJYO | 39.0778| -77.5575|  119|Leesburg Exec AP, VA                |US|MTR
0000000000|KJYR | 40.8967| -97.6258|  499|York Muni AP, NE                    |US|MTR
0000000000|KJZI | 32.7017| -80.0039|    5|Charleston Exec AP, SC              |US|MTR
0000000000|KJZP | 34.4535| -84.4572|  468|Pickens Cnty AP, GA                 |US|MTR
0000000000|KK20 | 41.7900| -99.1500|  664|Burwell, NE                         |US|MTR
0000000000|KK59 | 39.5705| -95.1803|  327|Amelia Earhart AP, KS               |US|MTR
0000000000|KK61 | 39.4710| -98.1290|  432|Moritz Mem AP, KS                   |US|MTR
0000000000|KK62 | 38.7041| -84.3918|  274|Gene Synder AP, KY                  |US|MTR
0000000000|KK68 | 38.2774| -95.2152|  301|Garnett Muni AP, KS                 |US|MTR
0000000000|KK70 | 25.3243| -80.2757|    2|Ocean Reef Club AP, FL              |US|MTR
0000000000|KK78 | 38.9041| -97.2359|  351|Abilene Muni AP, KS                 |US|MTR
0000000000|KK82 | 39.7610| -98.7930|  548|Smith Center Muni AP, KS            |US|MTR
0000000000|KK83 | 39.9042| -95.7794|  405|Sabetha Muni AP, KS                 |US|MTR
0000000000|KK88 | 37.8682| -95.3869|  310|Allen Cnty AP, KS                   |US|MTR
0000000000|KKLS | 46.1189|-122.8986|    6|SW Washington Rgnl AP, WA           |US|MTR
0000000000|KKNB | 37.0117|-112.5314| 1484|Kanab Muni AP, UT                   |US|MTR
0000000000|KKSD | 32.5800|-116.9800|  160|San Diego/Brown Fld, CA             |US|MTR
0000000000|KKY8 | 37.9532| -86.8572|  125|Hancock Cnty AP, KY                 |US|MTR
0000000000|KL08 | 33.2611|-116.3217|   55|Borrego Valley AP, CA               |US|MTR
0000000000|KL18 | 33.3556|-117.2514|  216|Fallbrook Comm Airpark, CA          |US|MTR
0000000000|KL32 | 33.2200|-117.3500|    9|Oceanside Muni AP, CA               |US|MTR
0000000000|KL35 | 34.2639|-116.8569| 2058|Big Bear City AP, CA                |US|MTR
0000000000|KL39 | 33.0400|-116.9100|  425|Ramona AP, CA                       |US|MTR
0000000000|KL40 | 28.2000| -94.2000|    0|High Is A489, LA                    |US|MTR
0000000000|KL52 | 35.1017|-120.6222|    4|Oceano Cnty AP, CA                  |US|MTR
0000000000|KL98 | 34.4600|-120.0400|   27|El Capitan Beach, CA                |US|MTR
0000000000|KLAA | 38.0701|-102.6883| 1130|Lamar Muni AP, CO                   |US|MTR
0000000000|KLAF | 40.4123| -86.9369|  185|Purdue Univ AP, IN                  |US|MTR
0000000000|KLAL | 27.9889| -82.0185|   43|Lakeland Linder Intl AP, FL         |US|MTR
0000000000|KLAM | 35.8812|-106.2693| 2186|Los Alamos Cnty AP, NM (AMOS)       |US|MTR
0000072539|KLAN | 42.7787| -84.5873|  263|Capital Region Intl AP, MI          |US|MTR
0000000000|KLAR | 41.3121|-105.6750| 2220|Laramie Rgnl AP, WY                 |US|MTR
0000072386|KLAS | 36.0840|-115.1537|  665|Harry Reid Intl AP, NV              |US|MTR
0000000000|KLAW | 34.5677| -98.4166|  338|Lawton-Fort Sill Rgnl AP, OK        |US|MTR
0000072295|KLAX | 33.9425|-118.4081|   38|Los Angeles Intl AP, CA             |US|MTR
0000072267|KLBB | 33.6656|-101.8231| 1001|Lubbock P Smith Intl AP, TX         |US|MTR
0000000000|KLBE | 40.2759| -79.4048|  365|Arnold Palmer Rgnl AP, PA           |US|MTR
0000072562|KLBF | 41.1263|-100.6860|  847|North Platte Rgnl AP, NE            |US|MTR
0000000000|KLBL | 37.0442|-100.9594|  879|Liberal Mid-America Rgnl AP, KS     |US|MTR
0000000000|KLBO | 37.6496| -92.6517|  410|Lebanon Muni AP, MO                 |US|MTR
0000000000|KLBR | 33.5931| -95.0636|  119|Clarksville Rgnl AP, TX             |US|MTR
0000000000|KLBT | 34.6105| -79.0594|   38|Lumberton Rgnl AP, NC               |US|MTR
0000000000|KLBX | 29.1128| -95.4619|    8|Texas Gulf Coast Rgnl AP, TX        |US|MTR
0000000000|KLCG | 42.2416| -96.9823|  436|Wayne Muni AP, NE                   |US|MTR
0000072240|KLCH | 30.1261| -93.2231|    5|Lake Charles Rgnl AP, LA            |US|MTR
0000000000|KLCI | 43.5730| -71.4178|  166|Laconia Muni AP, NH                 |US|MTR
0000000000|KLCK | 39.8138| -82.9278|  227|Rickenbacker Intl AP, OH            |US|MTR
0000000000|KLCQ | 30.1821| -82.5769|   61|Lake City Gateway AP, FL            |US|MTR
0000000000|KLDJ | 40.6175| -74.2464|    7|Linden Muni, NJ                     |US|MTR
0000000000|KLDM | 43.9628| -86.4078|  197|Mason Cnty AP, MI                   |US|MTR
0000000000|KLDS | 48.5500|-109.6900|  775|Havre, MT                           |US|MTR
0000000000|KLEB | 43.6264| -72.3042|  184|Lebanon Muni AP, NH                 |US|MTR
0000000000|KLEE | 28.8231| -81.8089|   23|Leesburg IntI AP, FL                |US|MTR
0000000000|KLEW | 44.0485| -70.2835|   88|Auburn/Lewiston Muni AP, ME         |US|MTR
0000072422|KLEX | 38.0364| -84.6058|  298|Blue Grass AP, KY                   |US|MTR
0000074598|KLFI | 37.0829| -76.3605|    3|Langley AFB, VA                     |US|MTR
0000000000|KLFK | 31.2339| -94.7500|   90|Angelina Cnty AP, TX                |US|MTR
0000000000|KLFT | 30.2053| -92.0075|   13|Lafayette Rgnl AP, LA               |US|MTR
0000072053|KLGA | 40.7772| -73.8726|    6|New York LaGuardia AP, NY           |US|MTR
0000072297|KLGB | 33.8179|-118.1519|   18|Long Beach AP/Daugherty Fld, CA     |US|MTR
0000000000|KLGC | 33.0114| -85.0739|  211|La Grange-Callaway AP, GA           |US|MTR
0000000000|KLGD | 45.2903|-118.0067|  828|La Grande/Union Cnty AP, OR         |US|MTR
0000000000|KLGU | 41.7911|-111.8519| 1359|Logan-Cache AP, UT                  |US|MTR
0000000000|KLHB | 30.8719| -96.6231|   87|Hearne Muni AP, TX                  |US|MTR
0000000000|KLHM | 38.9100|-121.3508|   37|Lincoln Rgnl AP, CA                 |US|MTR
0000000000|KLHQ | 39.7547| -82.6586|  265|Fairfield Cnty AP, OH               |US|MTR
0000000000|KLHV | 41.1353| -77.4219|  172|William T. Piper Memo AP, PA        |US|MTR
0000072209|KLHW | 31.8892| -81.5622|   14|Wright Army Airfield, GA            |US|MTR
0000000000|KLHX | 38.0503|-103.5111| 1292|La Junta Muni AP, CO                |US|MTR
0000000000|KLHZ | 36.0233| -78.3303|  112|Triangle North Exec AP, NC          |US|MTR
0000000000|KLIC | 39.2747|-103.6669| 1634|Limon Muni AP, CO                   |US|MTR
0000000000|KLIT | 34.7294| -92.2247|   80|Bill & Hillary Clinton Natl AP, AR  |US|MTR
0000000000|KLIZ | 46.9600| -67.8800|  227|Loring-Limestone Intl AP, ME        |US|MTR
0000000000|KLJF | 45.0971| -94.5073|  347|Litchfield Muni AP, MN              |US|MTR
0000000000|KLKR | 34.6931| -80.8544|  148|Lancaster Cnty AP/McWhirter Fld, SC |US|MTR
0000000000|KLKU | 38.0097| -77.9703|  150|Louisa Cnty AP/Freeman Fld, VA      |US|MTR
0000000000|KLKV | 42.1558|-120.3986| 1443|Lake Cnty AP, OR                    |US|MTR
0000000000|KLLJ | 44.5236|-114.2179| 1547|Challis AP, ID                      |US|MTR
0000000000|KLLN | 33.5511|-102.3736| 1071|Levelland Muni AP, TX               |US|MTR
0000000000|KLLQ | 33.6386| -91.7510|   82|Monticello Muni AP/Ellis Fld, AR    |US|MTR
0000000000|KLMO | 40.1633|-105.1628| 1540|Vance Brand AP, CO                  |US|MTR
0000000000|KLMS | 33.1464| -89.0631|  175|Louisville Winston Cnty AP, MS      |US|MTR
0000000000|KLMT | 42.1561|-121.7331| 1248|Klamath Falls AP/Kingsley Field, OR |US|MTR
0000000000|KLNA | 26.5928| -80.0853|    4|Palm Beach Cnty Pk AP, FL           |US|MTR
0000000000|KLNC | 32.5794| -96.7183|  153|Lancaster Rgnl AP, TX               |US|MTR
0000072576|KLND | 42.8153|-108.7303| 1703|Hunt Field AP, WY                   |US|MTR
0000072551|KLNK | 40.8508| -96.7592|  372|Lincoln Muni AP, NE                 |US|MTR
0000000000|KLNL | 46.1608| -89.2128|  519|Kings Land O' Lakes AP, WI          |US|MTR
0000000000|KLNN | 41.6839| -81.3889|  191|Willoughby Lost Nation Muni AP, OH  |US|MTR
0000000000|KLNP | 36.9875| -82.5292|  818|Lonesome Pine AP, VA                |US|MTR
0000000000|KLNQ | 29.3541| -89.4359|    1|Boothville Heliport, LA             |US|MTR
0000000000|KLNR | 43.2114| -90.1814|  218|Tri-County Rgnl AP, WI              |US|MTR
0000000000|KLNS | 40.1208| -76.2958|  123|Lancaster AP, PA                    |US|MTR
0000000000|KLOL | 40.0665|-118.5651| 1191|Derby Field AP, NV                  |US|MTR
0000000000|KLOM | 40.1376| -75.2651|   92|Wings Field AP, PA                  |US|MTR
0000000000|KLOR | 31.3558| -85.7512|   90|Lowe Army Heliport, AL              |US|MTR
0000000000|KLOT | 41.6082| -88.0963|  207|Lewis Univ AP, IL                   |US|MTR
0000000000|KLOU | 38.2281| -85.6636|  166|Bowman Field AP, KY                 |US|MTR
0000000000|KLOV | 30.4461| -84.2997|  173|Florida State Univ, FL              |US|MTR
0000000000|KLOZ | 37.0869| -84.0774|  370|London (Corbin) Magee AP, KY        |US|MTR
0000000000|KLPC | 34.6656|-120.4675|   27|Lompoc AP, CA (AWOS)                |US|MTR
0000000000|KLPR | 41.3443| -82.1776|  242|Lorain Cnty Rgnl AP, OH             |US|MTR
0000000000|KLQK | 34.8100| -82.7033|  309|Pickens Cnty AP, SC                 |US|MTR
0000000000|KLQR | 38.2086| -99.0859|  613|Larned-Pawnee Cnty AP, KS           |US|MTR
0000072252|KLRD | 27.5436| -99.4542|  155|Laredo Intl AP, TX                  |US|MTR
0000000000|KLRF | 34.9169| -92.1497|   95|Little Rock AFB, AR                 |US|MTR
0000000000|KLRJ | 42.7786| -96.1936|  365|Le Mars Muni AP, IA                 |US|MTR
0000000000|KLRO | 32.8978| -79.7829|    4|Mount Pleasant Rgnl AP, SC          |US|MTR
0000000000|KLRU | 32.2894|-106.9219| 1358|Las Cruces Intl AP, NM              |US|MTR
0000000000|KLRY | 38.6110| -94.3420|  279|Lawrence Smith Memo AP, MO          |US|MTR
0000000000|KLSB | 32.3331|-108.6922| 1306|Lordsburg Muni AP, NM               |US|MTR
0000000000|KLSD | 38.0400| -84.6200|  299|Lexington, KY                       |US|MTR
0000072643|KLSE | 43.8794| -91.2567|  199|La Crosse Rgnl AP, WI               |US|MTR
0000072225|KLSF | 32.3400| -85.0000|  130|Fort Benning, GA                    |US|MTR
0000000000|KLSK | 42.7486|-104.4022| 1513|Lusk Muni AP, WY                    |US|MTR
0000000000|KLSV | 36.2361|-115.0342|  569|Nellis AFB, NV                      |US|MTR
0000072352|KLTS | 34.6671| -99.2667|  420|Altus AFB, OK                       |US|MTR
0000000000|KLUA | 38.6670| -78.5010|  275|Luray Caverns AP, VA                |US|MTR
0000000000|KLUD | 33.2536| -97.5744|  319|Decatur Muni AP, TX                 |US|MTR
0000000000|KLUF | 33.5350|-112.3831|  331|Luke AFB, AZ                        |US|MTR
0000000000|KLUG | 35.5070| -86.8039|  219|Ellington AP, TN                    |US|MTR
0000000000|KLUK | 39.1033| -84.4186|  147|Cincinnati Muni AP/Lunken Fld, OH   |US|MTR
0000000000|KLUL | 31.6732| -89.1725|   73|Hesler-Noble Fld AP, MS             |US|MTR
0000000000|KLUM | 44.8944| -91.8706|  272|Menomonie Muni AP/Score Fld, WI     |US|MTR
0000000000|KLUV | 32.7563|-101.9202|  914|Lamesa Muni AP, TX                  |US|MTR
0000000000|KLUX | 34.5070| -81.9470|  212|Laurens Cnty AP, SC                 |US|MTR
0000000000|KLVJ | 29.5215| -95.2424|   13|Pearland Rgnl AP, TX                |US|MTR
0000000000|KLVK | 37.6934|-121.8204|  122|Livermore Muni AP, CA               |US|MTR
0000000000|KLVL | 36.7725| -77.7941|  100|Lawrenceville-Brunswick Muni AP, VA |US|MTR
0000000000|KLVM | 45.6983|-110.4419| 1419|Mission Fld AP, MT                  |US|MTR
0000000000|KLVN | 44.6277| -93.2281|  293|Airlake AP, MN                      |US|MTR
0000000000|KLVS | 35.6542|-105.1425| 2095|Las Vegas Muni AP, NM               |US|MTR
0000000000|KLWA | 42.3510| -86.2560|  203|S Haven Area Rgnl AP, MI            |US|MTR
0000000000|KLWB | 37.8583| -80.3994|  702|Greenbrier Valley AP, WV            |US|MTR
0000000000|KLWC | 38.9931| -95.2164|  254|Lawrence Muni AP, KS                |US|MTR
0000000000|KLWD | 40.6341| -93.9016|  345|Lamoni Muni AP, IA                  |US|MTR
0000000000|KLWM | 42.7169| -71.1231|   45|Lawrence Muni AP, MA                |US|MTR
0000072783|KLWS | 46.3745|-117.0154|  440|Lewiston-Nez P Cnty AP, ID (AMOS)   |US|MTR
0000000000|KLWT | 47.0493|-109.4667| 1271|Lewistown Muni AP, MT               |US|MTR
0000000000|KLWV | 38.7643| -87.6055|  131|Lawrenceville-Vincennes Intl AP, IL |US|MTR
0000000000|KLXL | 45.9491| -94.3470|  342|Little Falls/Morrison Cnty AP, MN   |US|MTR
0000000000|KLXN | 40.7904| -99.7759|  735|Jim Kelly Field AP, NE              |US|MTR
0000000000|KLXT | 38.9591| -94.3719|  306|Lee's Summit Muni AP, MO            |US|MTR
0000000000|KLXV | 39.2203|-106.3167| 3026|Lake Cnty AP, CO                    |US|MTR
0000000000|KLXY | 31.6412| -96.5145|  166|Mexia-Limestone Cnty AP, TX         |US|MTR
0000072410|KLYH | 37.3267| -79.2004|  286|Lynchburg Rgnl AP, VA               |US|MTR
0000000000|KLYO | 38.3422| -98.2261|  516|Lyons-Rice Cnty Mini AP, KS         |US|MTR
0000000000|KLYV | 43.6210| -96.2160|  436|Luverne Muni AP, MN                 |US|MTR
0000072340|KLZK | 34.8400| -92.2500|  165|N Little Rock, AR                   |US|MTR
0000000000|KLZU | 33.9781| -83.9550|  323|Gwinnett Cnty AP/Briscoe Fld, GA    |US|MTR
0000000000|KLZZ | 31.1042| -98.1969|  363|Lampasas Cnty AP, TX                |US|MTR
0000000000|KM01 | 35.2007| -90.0540|   69|Gen Dewitt Spain AP, TN             |US|MTR
0000000000|KM02 | 36.1279| -87.4298|  272|Dickson Cnty Muni AP, TN            |US|MTR
0000000000|KM04 | 35.5834| -89.5872|   85|Covington Muni AP, TN               |US|MTR
0000000000|KM08 | 35.2151| -89.0433|  152|William L Whitehurst Fld, TN        |US|MTR
0000000000|KM19 | 35.6415| -91.1732|   72|Newport Muni AP, AR                 |US|MTR
0000000000|KM21 | 37.2262| -87.1564|  130|Muhlenberg Cnty AP, KY              |US|MTR
0000000000|KM22 | 34.4451| -87.7116|  219|Bill Pugh Fld AP, AL                |US|MTR
0000000000|KM25 | 36.7696| -88.5847|  159|Mayfld Grav Cnty AP, KY             |US|MTR
0000000000|KM30 | 37.1860| -88.7510|  117|Metropolis Muni AP, IL              |US|MTR
