# This is the main file for model BUFR sounding ingest.  This will be clipped to the
# regional scale for most sites to produce the file modelBufrStationInfo.txt
#wmo          |stn  |lat      |lon       |elev |location                       |or|type
0000745330    |P#D  | 40.180 |-104.720   |1524 |  PLTC2 PLATTEVILLE    CO      |US|12
0000745410    |P#E  | 37.650 | -99.090   | 648 |  HVLK1 HAVILAND       KS      |US|12
0000745420    |P#F  | 37.380 | -95.630   | 255 |  NDSK1 NEODESHA       KS      |US|12
0000745460    |P#G  | 38.310 | -97.300   | 447 |  HBRK1 HILLSBORO      KS      |US|12
0000745500    |P#H  | 37.520 | -92.700   | 390 |  CNWM7 CONWAY         MO      |US|12
0000745510    |P#I  | 39.580 | -94.190   | 297 |  LTHM7 LATHROP        MO      |US|12
0000745560    |P#J  | 39.660 | -90.480   | 170 |  WNCI2 WINCHESTER     IL      |US|12
0000745600    |ILX  | 40.150 | -89.330   |9999 |  LINCOLN, IL                  |US|12
0000746120    |NID  | 35.680 |-117.680   | 696 |  CHINA_LAKE_(NAF)__&     CA   |US|10
0000746290    |P#L  | 32.410 |-106.350   |1224 |  WSMN5 WHITE SANDS MR NM      |US|12
0000746300    |P#M  | 36.840 |-107.910   |1902 |  AZCN5 AZTEC          NM      |US|12
0000746400    |P#N  | 36.070 | -99.220   | 648 |  VCIO2 VICI           OK      |US|12
0000746470    |P#O  | 36.690 | -97.480   | 306 |  LMNO2 LAMONT         OK      |US|12
0000746480    |P#P  | 35.680 | -95.860   | 219 |  HKLO2 HASKELL/MORRIS OK      |US|12
0000746490    |P#Q  | 34.980 | -97.520   | 331 |  PRCO2 PURCELL        OK      |US|12
0000746620    |P#R  | 36.880 | -89.970   | 130 |  BLMM7 BLOOMFIELD     MO      |US|12
0000746716    |KBWG | 36.970 | -86.420   | 167 |  BOWLING_GREEN           KY   |US|10
0000746943    |KECG | 36.270 | -76.180   |   4 |  ELIZABETH_CITY(CGS)     NC   |US|10
0000747185    |KIPL | 32.830 |-115.580   | -17 |  IMPERIAL                CA   |US|10
0000747187    |KTRM | 33.630 |-116.170   | -36 |  THERMAL_AIRPORT         CA   |US|10
0000747188    |KBLH | 33.620 |-114.720   | 121 |  BLYTHE_AIRPORT          CA   |US|10
0000747310    |P#S  | 35.080 |-103.610   |1241 |  TCUN5 TUCUMCARI      NM      |US|12
0000747320    |HMN  | 33.080 |-106.120   |1300 |  HOLLOMAN AFB, NM             |US|10
0000747330    |E28  | 32.900 |-106.400   |1193 |  NORTHRUP STRIP, NM           |US|10
0000747350    |P#T  | 33.020 |-100.980   | 707 |  JTNT2 JAYTON         TX      |US|12
0000747500    |P#U  | 31.780 | -95.710   | 119 |  PATT2 PALESTINE      TX      |US|12
0000747520    |P#V  | 34.110 | -94.290   | 195 |  DQUA4 DEQUEEN        AR      |US|12
0000747530    |P#W  | 31.900 | -92.780   |  93 |  WNFL1 WINNFIELD      LA      |US|12
0000747685    |KGPT | 30.400 | -89.070   |   9 |  GULFPORT-BILOXI         MS   |US|10
0000747690    |P#X  | 34.090 | -88.860   | 125 |  OKOM6 OKOLONA        MS      |US|12
0000747800    |U#9  | 31.900 | -81.630   |  27 |  FORT STEWART, GA             |US|10
0000747810    |VAD  | 30.890 | -83.010   |  77 |  MOODY AFB, GA                |US|10
0000747910    |KMYR | 33.680 | -78.930   |   8 |  MYRTLE_BEACH(CIV)       SC   |US|10
0000747915    |KCRE | 33.820 | -78.720   |  10 |  NORTH_MYRTLE_BEACH      SC   |US|10
0000747940    |XMR  | 28.470 | -80.550   |   3 |  CAPE CANAVERAL, FL           |US|12
0000760013    |MMTJ | 32.550 |-116.970   | 152 |  TIJUANA_INTL_ARPT_&     MX   |US|10
0000760053    |MMML | 32.630 |-117.000   |  22 |  MEXICALI_INTL_ARPT&     MX   |US|10
0000760753    |MMCS | 31.630 |-106.430   |1171 |  CIUDAD_JUAREZ_INTL&     MX   |US|10
0000761510    |ILS  | 28.880 |-118.300   |   6 |  ISLA GUADALUPE, B.C.         |US| 0
0000761600    |MMHO | 29.070 |-110.970   | 211 |  HERMOSILLO_INTL___&     MX   |US|10
0000762253    |MMCU | 28.700 |-105.970   |1360 |  CHIHUAHUA_INTL_ARPT     MX   |US|12
0000762530    |MMCN | 27.320 |-112.300   |  75 |  SANTA_ROSALIA_____&     MX   |US|10
0000762555    |MMGM | 27.970 |-110.930   |  27 |  GUAYMAS_INTL_ARPT       MX   |US|10
0000762560    |EMP  | 27.950 |-110.800   |  12 |  EMPALME, SON.                |US|12
0000762863    |MMNL | 27.430 | -99.570   | 148 |  NUEVO_LAREDO_INTL_&     MX   |US|10
0000763503    |MMRX | 26.020 | -98.230   |  39 |  REYNOSA_INTL_ARPT_&     MX   |US|10
0000763820    |MMTC | 25.530 |-103.450   |1124 |  TORREON_AIRPORT___&     --   |US|12
0000763940    |MTY  | 25.870 |-100.200   | 450 |  MONTERREY AEROPUERTO, N.L.   |US|12
0000763943    |MMMY | 25.780 |-100.100   | 387 |  MONTERREY/GEN_MARIA     MX   |US|10
0000763993    |MMMA | 25.770 | -97.530   |   8 |  MATAMOROS_INTL____&     MX   |US|10
0000764050    |LAP  | 24.170 |-110.420   |  10 |  LA PAZ, B.C.                 |US|10
0000764055    |MMLP | 24.070 |-110.370   |  21 |  LA_PAZ_INTL_AIRPORT     MX   |US|10
0000764056    |MMSD | 23.150 |-109.700   | 109 |  SAN_JOSE_DEL_CABO_&     MX   |US|10
0000764120    |MMCL | 24.820 |-107.400   |  39 |  CULIACAN_(CITY)___&     MX   |US|10
0000764235    |MMDO | 24.130 |-104.530   |1857 |  DURANGO_AIRPORT         MX   |US|10
0000764580    |MZT  | 23.200 |-106.420   |   4 |  MAZATLAN, SIN.               |US|12
0000764593    |MMMZ | 23.170 |-106.270   |  10 |  MAZATLAN/G._BUELNA      MX   |US|10
0000764910    |CVM  | 23.730 | -99.130   | 321 |  CIUDAD VICTORIA, TAMPS.      |US|12
0000764915    |MMCV | 23.720 | -98.970   | 238 |  CIUDAD_VICTORIA_APT     MX   |US|10
0000765255    |MMZC | 22.900 |-102.680   |2140 |  ZACATECAS_ARPT          MX   |US|10
0000765390    |MMSP | 22.150 |-100.980   |1903 |  SAN_LUIS_POTOSI         MX   |US|10
0000765493    |MMTM | 22.280 | -97.870   |  24 |  TAMPICO/GEN_FJ_MINA     MX   |US|12
0000765710    |MMAS | 21.880 |-102.300   |1885 |  AGUASCALIENTES          MX   |US|10
0000765906    |MMUN | 21.030 | -86.870   |   5 |  CANCUN_INTL_AIRPORT     MX   |US|10
0000766013    |MMPR | 20.680 |-105.250   |   6 |  PUERTO_VALLARTA/LIC     MX   |US|10
0000766133    |MMGL | 20.520 |-103.320   |1528 |  DON_MIGUEL/GUADALAJ     MX   |US|10
0000766440    |MMMD | 20.980 | -89.650   |  10 |  MERIDA_INTL_ARPT        MX   |US|12
0000766493    |MMCZ | 20.530 | -86.930   |   5 |  COZUMEL_(CIV/MIL)       MX   |US|10
0000766534    |MMZO | 19.150 |-104.570   |   8 |  MANZANILLO_INTL___&     MX   |US|10
0000766655    |MMMM | 19.850 |-101.030   |1833 |  MORELIA_NEW             MX   |US|10
0000766753    |MMTO | 19.350 | -99.570   |2576 |  TOLUCA/JOSE_MARIA_&     MX   |US|10
0000766793    |MMMX | 19.430 | -99.100   |2238 |  MEXICO_CITY/LICENCI     --   |US|12
0000766913    |MMVR | 19.150 | -96.180   |  29 |  GEN._HERIBERTO_JARA     MX   |US|10
0000767383    |MMMT | 18.100 | -94.580   |  40 |  MINATITLAN              MX   |US|10
0000767493    |MMCE | 18.650 | -91.800   |   2 |  CIUDAD_DEL_CARMEN_&     MX   |US|10
0000767584    |MMZH | 17.600 |-101.470   |   6 |  IXTAPA-ZIHUATANEJO      MX   |US|10
0000768056    |MMAA | 16.770 | -99.750   |   5 |  ACAPULCO/G._ALVAREZ     MX   |US|10
0000768485    |MMBT | 15.780 | -96.270   | 143 |  BAHIAS_DE_HUATULCO&     MX   |US|10
0000769043    |MMTP | 14.780 | -92.380   |  29 |  TAPACHULA_________&     MX   |US|10
0000780160    |TXKF | 32.370 | -64.680   |   3 |  BERMUDA_NAS/KINDLEY     --   |US|00
0000780610    |MYGW | 26.700 | -78.970   |   4 |  WEST_END_INTL_ARPT      BA   |US|00
0000780620    |MYGF | 26.550 | -78.690   |  11 |  FREEPORT_INTL_ARPT      BA   |US|00
0000780700    |MYBS | 25.730 | -79.300   |   3 |  ALICE_TOWN/S_BIMINI     BA   |US|00
0000780730    |MYNN | 25.050 | -77.470   |   7 |  NASSAU_INTL_AIRPORT     --   |US|02
0000780920    |MYEG | 23.500 | -75.760   |   3 |  GEORGE_TOWN/EXUMA       BA   |US|00
0000782210    |MUNG | 21.830 | -82.780   |  23 |  NUEVA_GERONA_(MIL)      CU   |US|00
0000782240    |MUHA | 22.980 | -82.400   |  59 |  HAVANA/JOSE_MARTI       CU   |US|10
0000782290    |MUVR | 23.130 | -81.280   |   3 |  VARADERO                CU   |US|00
0000782550    |MUCM | 21.420 | -77.850   | 122 |  CAMAGUEY/IGANCIO        CU   |US|12
0000782560    |MUMZ | 20.330 | -77.120   |  60 |  MANZANILLO              CU   |US|10
0000782593    |MUBY | 20.400 | -76.620   |  64 |  BAYAMO____________&     CU   |US|10
0000782640    |MUCU | 19.960 | -75.850   |  69 |  SANTIAGO_DE_CUBA        CU   |US|10
0000782670    |MUGT | 20.080 | -75.150   |   8 |  GUANTANAMO              CU   |US|00
0000782680    |MUBA | 20.350 | -74.500   |   9 |  BARACOA_(CIV/MIL)       CU   |US|00
0000782684    |MUMO | 20.650 | -74.920   |   5 |  MOA_(MIL)               CU   |US|00
0000783334    |MUCL | 21.620 | -81.550   |   2 |  CAYO_LARGO_DEL_SUR      CU   |US|00
0000783460    |MUCA | 21.780 | -78.780   |  26 |  CIEGO_AVILA/VENEZUE     CU   |US|10
0000783570    |MUVT | 20.950 | -76.940   | 106 |  LAS_TUNAS/VICTORIA      CU   |US|10
0000783670    |MUGM | 19.900 | -75.120   |  23 |  GUANTANAMO_BAY_NAS      CU   |US|10
0000783840    |MWCR | 19.280 | -81.350   |   3 |  OWEN_ROBERTS_INTL       GC   |US|02
0000783880    |MKJS | 18.500 | -77.920   |   3 |  SANGSTER/MONTEGO        JM   |US|00
0000783970    |MKJP | 17.930 | -76.780   |   9 |  NORMAN_MANLEY/KINGS     JM   |US|00
0000784090    |MTCH | 19.750 | -72.180   |   3 |  CAP-HAITIEN_INTL        HA   |US|00
0000784390    |MTPP | 18.570 | -72.300   |  29 |  PORT-AU-PRINCE_ARPT     HA   |US|10
0000784570    |MDPP | 19.750 | -70.550   |  15 |  PUERTO_PLATA_INTL       DR   |US|00
0000784600    |MDST | 19.460 | -70.690   | 183 |  SANTIAGO_INTL_ARPT      DR   |US|10
0000784790    |MDPC | 18.570 | -68.370   |  12 |  PUNTA_CANA              DR   |US|00
0000784850    |MDSD | 18.430 | -69.670   |  18 |  CAUCEDO/DE_LAS_AMER     DR   |US|00
0000784860    |DSD  | 18.470 | -69.880   |  14 |  SANTO DOMINGO, DR            |US| 0
0000785140    |TJBQ | 18.500 | -67.120   |  72 |  AQUADILLA/BORINQUEN     PU   |US|10
0000785145    |TJMZ | 18.270 | -67.150   |   9 |  MAYAGUEZ/EUGENIO        PU   |US|00
0000785203    |TJPS | 18.020 | -66.570   |   9 |  PONCE/MERCEDITA___&     PU   |US|00
0000785260    |TJSJ | 18.430 | -66.000   |  19 |  SAN_JUAN_INTL_ARPT      PU   |US|00
0000785430    |TIST | 18.330 | -64.970   |  67 |  C._AMALIE/CYRIL_E.      VI   |US|10
0000785470    |TISX | 17.700 | -64.800   |  17 |  CHRISTIANSTED/ALEXA     VI   |US|00
0000785500    |TUPJ | 18.450 | -64.530   |   4 |  BEEF_ISL/ROADTOWN       VI   |US|00
0000785830    |MZBZ | 17.530 | -88.300   |   5 |  BELIZE_INTL_AIRPORT     BH   |US|00
0000786150    |MGFL | 16.920 | -89.880   | 115 |  FLORES/SANTA_ELENA      GU   |US|10
0000786270    |MGHT | 15.320 | -91.470   |1901 |  HUEHUETENANGO           GU   |US|10
0000786370    |MGPB | 15.720 | -88.600   |   1 |  PUERTO_BARRIOS(MIL)     GU   |US|00
0000786410    |MGGT | 14.580 | -90.520   |1489 |  GUATEMALA/LA_AURORA     GU   |US|10
0000786470    |MGSJ | 13.920 | -90.820   |   2 |  SAN_JOSE_(CIV/MIL)      GU   |US|00
0000786500    |MSAC | 13.570 | -89.830   |  15 |  ACAJUTLA/SONSONATE      ES   |US|10
0000786630    |MSSS | 13.700 | -89.120   | 621 |  ILOPANGO/S.SALVADOR     ES   |US|10
0000786660    |MSLP | 13.430 | -89.050   |  25 |  EL_SALVADOR_INTL        ES   |US|10
0000787000    |MHAM | 13.280 | -87.670   |   5 |  AMAPALA/LOS_PELONAS     HO   |US|00
0000787010    |MHNJ | 16.460 | -85.920   |   2 |  GUANAJA                 HO   |US|00
0000787030    |MHRO | 16.320 | -86.530   |   5 |  ROATAN                  HO   |US|00
0000787050    |MHLC | 15.730 | -86.870   |   3 |  LA_CEIBA/GOLOSON__&     HO   |US|00
0000787060    |MHTE | 15.720 | -87.480   |   3 |  TELA                    HO   |US|00
0000787070    |MHYR | 15.170 | -87.120   | 670 |  YORO                    HO   |US|10
0000787080    |MHLM | 15.450 | -87.930   |  31 |  LA_MESA/PEDRO_SULA      HO   |US|00
0000787110    |MHPL | 15.220 | -83.800   |  13 |  PUERTO_LEMPIRA          HO   |US|00
0000787140    |MHCA | 14.900 | -85.930   | 442 |  CATACAMAS               HO   |US|10
0000787170    |MHSR | 14.780 | -88.780   |1079 |  SANTA_ROSA_DE_COPAN     HO   |US|10
0000787190    |MHLE | 14.330 | -88.170   |1100 |  LA_ESPERANZA            HO   |US|10
0000787200    |MHTG | 14.050 | -87.220   | 994 |  TEGUCIGALPA/TONCONT     HO   |US|10
0000787240    |MHCH | 13.300 | -87.180   |  48 |  CHOLUTECA               HO   |US|00
0000787300    |MNPC | 14.050 | -83.370   |  20 |  PUERTO_CABEZAS(MIL)     NK   |US|00
0000787410    |MNMG | 12.150 | -86.170   |  50 |  MANAGUA/AUGUSTO_CES     NK   |US|00
0000787613    |MRCH |  9.970 | -84.780   |   2 |  CHACARITA               CS   |US|00
0000787620    |MROC | 10.000 | -84.220   | 931 |  SAN_JOSE/SANTAMARIA     CS   |US|10
0000787625    |MRPV |  9.950 | -84.150   | 994 |  TOBIAS_BOLANOS_INTL     CS   |US|10
0000787670    |MRLM | 10.000 | -83.050   |  -4 |  LIMON_INTL_AIRPORT      CS   |US|00
0000787740    |MRLB | 10.600 | -85.550   |  93 |  LIBERIA/TOMAS_GUARD     CS   |US|10
0000787838    |MPCH |  9.430 | -82.520   |   6 |  CAPTAIN_MANUEL_NINO     PM   |US|00
0000787920    |MPTO |  9.050 | -79.370   |  11 |  TOCUMEN/GEN._OMAR       PM   |US|00
0000787930    |MPDA |  8.390 | -82.420   |  26 |  DAVID/ENRIQUE_MALEK     PM   |US|10
0000787935    |MPBO |  9.350 | -82.250   |   3 |  BOCAS_DEL_TORO_INTL     PM   |US|00
0000787950    |MPSA |  8.080 | -80.940   |  88 |  SANTIAGO                PM   |US|10
0000788067    |MPMG |  8.970 | -79.510   |  13 |  MARCOS_A._GELABERT      PM   |US|00
0000788460    |TQPF | 18.200 | -63.050   |  31 |  WALL_BLAKE              VI   |US|10
0000788564    |TRPM | 16.750 | -62.170   |  12 |  BLACKBURNE/PLYMOUTH     AT   |US|00
0000788580    |TKPK | 17.290 | -62.680   |  48 |  GOLDEN_ROCK             AT   |US|10
0000788590    |TKPN | 17.200 | -62.580   |  17 |  CHARLESTOWN/NEWCAST     AT   |US|00
0000788620    |TAPA | 17.120 | -61.780   |  14 |  COOLIDGE_AIRPORT        AT   |US|00
0000788660    |TNCM | 18.040 | -63.120   |   9 |  PRINSES_JULIANA         MN   |US|00
0000788730    |TNCE | 17.480 | -62.980   |  39 |  FDR_ARPT/ORANJESTAD     MN   |US|10
0000788940    |TFFJ | 17.900 | -62.850   |  52 |  GUSTAVIA/ST.BARTHEL     MF   |US|10
0000788970    |TFFR | 16.270 | -61.520   |   8 |  LE_RAIZET/GUADELOUP     MF   |US|00
0000789050    |TDPD | 15.530 | -61.300   |  14 |  MELVILLE_HALL_ARPT      DO   |US|00
0000789060    |TDCF | 15.530 | -61.400   |   5 |  CANEFIELD_AIRPORT       DO   |US|00
0000789070    |TDPR | 15.300 | -61.400   |  72 |  ROSEAU                  DO   |US|10
0000789820    |TNCA | 12.500 | -70.010   |  33 |  REINA_BEATRIX_INTL      NU   |US|10
0000789880    |TNCC | 12.200 | -68.970   |  67 |  HATO_ARPT_(CIV/MIL)     NU   |US|10
0000789900    |TNCB | 12.150 | -68.280   |   7 |  FLAMINGO_AIRPORT        NU   |US|00
0000800010    |SKSP | 12.580 | -81.720   |  -2 |  SAN_ANDRES_ISLAND       --   |US|00
0000800090    |SKSM | 11.130 | -74.230   |   1 |  SANTA_MARTA/SIMON       --   |US|00
0000800220    |SKCG | 10.450 | -75.520   |   1 |  CARTAGENA/RAFAEL_NU     --   |US|00
0000800280    |SKBQ | 10.900 | -74.770   |  10 |  BARRANQUILLA/ERNEST     --   |US|00
0000800940    |SKBG |  7.100 | -73.200   |1189 |  BUCARAMANGO/PALONEG     --   |US|10
0000801100    |SKMD |  6.220 | -75.600   |1499 |  MEDELLIN/OLAYA_HER      --   |US|10
0000801120    |SKRG |  6.180 | -75.430   |2137 |  RIONEGRO/JOSE_MARI&     --   |US|10
0000802100    |SKPE |  4.820 | -75.800   |1342 |  PEREIRA/MATECANA        --   |US|10
0000802220    |SKBO |  4.700 | -74.130   |2548 |  BOGOTA/ELDORADO         --   |US|10
0000804070    |SVMC | 10.570 | -71.730   |  65 |  MARACAIBO/LA_CHINTA     --   |US|10
0000804150    |SVMI | 10.600 | -66.980   |  48 |  CARACAS/S._BOLIVAR      --   |US|10
0000911650    |PHLI | 21.980 |-159.350   |  45 |  LIHUE/KAUAI_ISLAND_(ASO HI   |US|00
0000911780    |PHNA | 21.320 |-158.070   |  15 |  BARBERS_PT_NAS/OAHU     HI   |US|00
0000911820    |PHNL | 21.350 |-157.930   |   5 |  HONOLULU INTL/OAHU      HI   |US|00
0000911860    |PHMK | 21.150 |-157.100   | 137 |  MOLOKAI (AMOS)          HI   |US|10
0000911900    |PHOG | 20.900 |-156.430   |  20 |  KAHULUI_ARPT/MAUI_(ASOS HI   |US|00
0000912850    |PHTO | 19.720 |-155.070   |  11 |  HILO/LYMAN_FIELD_(ASOS) HI   |US|10
0000980091    |KGZH | 31.420 | -87.050   |  79 |  EVERGREEN_(ASOS)        AL   |US|10
0000999901    |PHKO | 19.730 |-156.050   |  13 |  KEAHOLE POINT/KONA      HI   |US|00
0000999902    |PAHN | 59.230 |-135.430   |  10 |  HAINES BOAT HARBOR      AK   |US|00
0000999903    |PAVD | 61.130 |-146.250   |  37 |  VALDEZ (INLAND POINT)   AK   |US|10
0000999904    |PHNY | 20.780 |-156.950   | 399 |  LANAI CITY AIRPORT      HI   |US|10
0000999905    |PHJH | 21.020 |-156.630   |  40 |  LAHAINA/WEST MAUI       HI   |US|10
0000999909    |PSE  | 17.850 | -66.520   |   0 |  PONCE,PUERTO RICO            |US|00
0000999911    |MAZ  | 18.170 | -67.150   |   0 |  MAYAGUEZ,PUERTO RICO         |US|00
0000999912    |RUE  | 35.250 | -93.090   | 120 |  RUSSELLVILLE_MCPL       AR   |US|10
